0.00411522633745	0.00411522633745	0.991769547325	
0.030303030303	0.00275482093664	0.96694214876	
0.0028328611898	0.0028328611898	0.99433427762	
0.00970873786408	0.00970873786408	0.980582524272	
0.0188679245283	0.0188679245283	0.962264150943	
0.00653594771242	0.986928104575	0.00653594771242	
0.962264150943	0.0188679245283	0.0188679245283	
0.456334563346	0.542435424354	0.00123001230012	
0.00970873786408	0.980582524272	0.00970873786408	
0.00353356890459	0.992932862191	0.00353356890459	
0.00518134715026	0.989637305699	0.00518134715026	
